level1,BJA5,BJI5,BJN4,BJU2,CCA1,CCI2,CCN1,CCU4,CDA4,CDI2,CDN2,CDU1,CSA2,CSI2,CSN3,CSU3,FZA2,FZI2,FZN1,FZU5,GYA1,GYI1,GYN3,GYU3,GZA3,GZI2,GZN5,GZU4,HFA5,HFI5,HFN2,HFU5,HHHTA3,HHHTI1,HHHTN5,HHHTU2,HZA2,HZI3,HZN4,HZU5,JNA5,JNI4,JNN1,JNU5,KMA2,KMI4,KMN1,KMU1,LZA2,LZI1,LZN5,LZU1,HEBA3,HEBI2,HEBN3,HEBU4,NJA5,NJI4,NJN2,NJU5,NNA4,NNI4,NNN3,NNU2,SHA1,SHI4,SHN4,SHU4,SJZA4,SJZI5,SJZN1,SJZU1,SYA4,SYI1,SYN4,SYU1,TJA3,TJI2,TJN1,TJU1,TYA1,TYI2,TYN3,TYU5,WHA5,WHI3,WHN5,WHU4,WLMQA2,WLMQI4,WLMQN2,WLMQU2,XAA1,XAI3,XAN1,XAU2,XNA3,XNI3,XNN1,XNU2,YCA4,YCI2,YCN3,YCU2,ZZA5,ZZI5,ZZN4,ZZU5
1067_tnpA_CP009632.1,9.72E-05,0.000131848,3.70E-05,0.000338481,0.000181501,6.40E-05,0.000271277,0.000272382,0.000538989,0.000227698,0,0.000232752,0.000400825,0,0.000119055,0.000118088,0.000377731,0.000438548,0.000105703,0.000200762,9.23E-05,0,0.00020959,0.000113509,0.000278461,0.000591175,0,0.000171285,0.000400163,5.92E-05,0.000140015,6.01E-05,0,0.000403839,0,0.000236825,0.000223708,0.000218695,0.000187315,8.47E-05,0.000105977,0.000218235,0,0.000225441,0.000296782,0.000234759,6.28E-05,0.000541605,0.000217748,4.78E-05,0.000158131,0.000515,0.000203536,8.25E-05,0.000213826,0.000565089,0.000186061,0.000209688,0.000448542,0.000154864,0.000184575,0.000189245,0.000529529,0.000168267,0.000480591,0.000251006,0.000179991,0.000602198,5.02E-05,0.000216395,0.000232289,0,0.000105394,6.38E-05,8.20E-05,0.000100923,0,4.23E-05,0.000216322,0.000236156,0.000101734,0.000172126,6.78E-05,0.000116984,0.00018936,0.0001752,4.07E-05,0.000765563,4.02E-05,0.001201542,0.00014681,0.000212238,0.00037196,4.69E-05,0,0.000294412,6.01E-05,7.91E-05,0.000188102,0.000131302,0.000141108,0.000113091,0,0.000226627,0.000197254,5.08E-05,0.000203166,0.000439552
1068_IS91_CP005966.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107_rep21_5_repRC(pGO1)_FM207042.1,0,0,0,0,0,0,0,0,0,0,0,1.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070_intI1_JN983045.1,0,0,0,6.65E-05,0,0,0,0.000236958,0,0,0,0.000215523,0,0,0,0,0,0,0,0.000207946,0,0,0,0,0,0,0,9.46E-05,0,0,0,0,0,0,0,0.000170265,0,0,0,0,0,0,0,7.92E-05,0.000156329,0,0,0,0,0,0,0,0,0,0,0.000393265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33E-05,0,0
1071_int3_HG916826.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68E-05,0,0,2.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076_int2_CP003889.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84E-05,0
108_rep21_6_rep(pBMSa1)_AY541446.1,0,0,0,0,0,0,0,0,0,0,0,4.49E-05,0,0,0,0,3.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081_int3_CALN01000327.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99E-05,0,0,3.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082_tnpA_CP015834.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36E-05,0,0,0,0,0,0,0,0,0,0,0,1.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084_tnpA_CP000352.1,0,0,0,0,5.75E-05,0,0,0,0,0,0,0,0,0,0,0,7.53E-05,0,0,0,6.01E-05,0,0,0,0,0,0.000111749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159019,0,0,0,0.000641201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085_tnpA_AM420293.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088_tnpA_U33002.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42E-06,0,0,0,0,0,0
1091_tnpA_AY327575.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092_tnpA_AMBZ01000002.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301652,0,0,0,0,0,0,0,0,0.000212009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093_tnpA_LC198842.1,0,0,0,0,0,0,0,0,0,0,0,6.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78E-05,0,0,0,0,0,0,0,8.52E-05,0,0,0,3.88E-05,0,0,0,0,2.64E-05,0,0,0,0,0,0,7.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22E-05,0,0,0,0.000143323,0,0,0,0,2.36E-05,0,0,0,0,0,0,0,0,0,0,0,2.31E-05,0,0,0,0,0,0,0
1094_tnpA_CCRM01000135.1,0,7.36E-05,0,4.04E-05,0,5.29E-05,0,0,0,0,0,6.03E-05,0.000379057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57E-05,0,0,0,0.000102036,0,0,0,0,0,0,0,6.68E-05,0,0,5.38E-05,5.50E-05,0,0,0,0,0,0.000105228,0,4.57E-05,0,0,0,6.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126998,0,0,0,0,0,5.22E-05,0,4.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78E-05,4.56E-05,0,0,0,0,0,0,0
1095_tniA_AM236084.1,0,0,0,0,0,0,0,0,0,0,2.44E-05,1.76E-05,8.01E-05,0,0,0,1.98E-05,0,0,8.45E-05,0,0,0,7.87E-05,0,3.95E-05,0,0.000290206,0,0,0,0,0,8.28E-05,0,5.71E-05,0,0,0,0,0,0,2.09E-05,0,3.34E-05,0,0,0,0,0,1.77E-05,8.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76E-05,0,0,0.000158922,0,0,0,0,0,0,0,0,0,7.85E-05,0,0,0,0,0,0,0,3.36E-05,0,0,3.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097_tnpA_CAGJ01000211.1,0,0,0,4.73E-05,0,0,0,0,0,0,0,0.000122917,0,0,0,0,0,0,0,0,0,7.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95E-05,0,0,0,6.57E-05,0,0,0,0,0,0,0,0,7.77E-05,0.00011692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25E-05,0,0,0,0,0,0,0,0,6.57E-05,0,0,0,0,0,0,5.89E-05,0,0,0,0,0
1098_tnpA_KX756453.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117127,9.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000157146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099_IS91_MNXT01000334.1,0.000703589,0.000468926,0.000400292,0.000557599,0.000196004,0.002013047,0.000735652,0.000304496,0.001387667,0.000143196,0.001293543,0.000161481,0.000145124,0.000105638,0.000277383,0.000542897,0.000294383,0.00091604,0.000581752,6.89E-05,0.000358511,0.000883166,0.000373187,0.000476696,0.000245914,0.000615667,0.000324929,0.000124896,0.000479933,0.000353525,0.000730557,0.000468235,0.000171856,0.000384112,0.000233403,0.000402773,0.000573736,0.000807201,0.000308165,0.000981844,0.00043934,0.000747735,0.000667217,0.000327709,0.00062808,4.14E-05,0.001150687,0.000491413,0.000283234,8.66E-05,0.00031164,0.000173003,0.000565143,0.000244743,0.000413732,0.000944262,0.00114344,0.000279673,0.001725896,0.000202061,0.000221342,0.000248202,0.000261959,0.000584942,0.001321964,0.002141908,0.000767954,0.000751178,0.000310234,0.00034899,0.000347875,0.000242073,0.000331748,0.000648939,0.000484073,0.000163589,0.000796683,0.000157641,0.000289864,0.000426206,0.000329943,0.000245,0.000732998,0.000371357,0.000416912,0.000210354,0.000338445,0.00070306,1.64E-05,0.00012362,0.0029022,0.000727784,0.000857488,0.000165554,0.000180339,0.000379817,0.000503634,0.00082783,0.001466852,0.000569175,0.000667464,3.21E-05,0.00062074,0.000370234,0.000177587,0.000231584,0.00023619,0.000237409
11_rep3_3_rep(pBT9727)_CP000047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100_IS91_CP000690.1,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-05,0,0.00017331,0,8.96E-05,0,0,0,0,0,0,0,0,0,0,0,7.39E-05,0,0,0,0,0,0,0,0,0,0.00010228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101_tnpA_CTRJ01000004.1,0,0,2.80E-05,0,0,0,0,2.00E-05,5.10E-05,2.88E-05,0,2.31E-05,1.46E-05,0,0,0,2.50E-05,0,0,0.000128042,0,0,0,0,2.38E-05,0,0,2.61E-05,0,0,0,2.74E-05,0,0,0,0,0,0,0.000122609,0,0,0,0,0,0,0,0,2.33E-05,0,0,0,0.000532534,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,2.27E-05,0,0.000125404,0,0,0,0,0,0,0,0,0,0,0.000125118,0,2.99E-05,0,0,0,0,0,0,0,0,0,1.95E-05,2.46E-05,0,0,1.79E-05,0,0,0,0,0,1.94E-05,0,0
1105_tnpA_HE577330.1,1.81E-05,1.23E-05,1.19E-05,3.00E-05,0,2.02E-05,0,0,0,1.22E-05,0,3.48E-05,0,0,0,0,3.19E-05,0,0,1.57E-05,0,2.24E-05,0,0,0,0,0,0,0,0,0,2.28E-05,2.46E-05,0,4.69E-05,0,0,0,0,0,3.89E-05,4.43E-05,0,4.43E-05,8.48E-06,0,0,0,6.62E-05,0.000118392,0,3.63E-05,0,1.69E-05,0,0,0,2.05E-05,0,1.72E-05,1.00E-05,0,0,0,0,0,0,0,0,0,0,2.18E-05,0,0,7.04E-06,0,1.12E-05,3.51E-05,0,0.000124622,1.75E-05,6.49E-05,1.24E-05,4.19E-05,0,0,0,0,4.81E-05,4.56E-05,0,5.57E-05,1.04E-05,5.67E-05,0,1.05E-05,0,1.53E-05,0,2.24E-05,0,0,0,0.000102989,0,0,1.54E-05,4.71E-05
1107_tnpA_HE613569.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108_tnpA_JFEV01000096.1,0,0,0,0,0,0,0,0.001343993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110_tnpA_GU371928.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,0,0,0,0,0,0,0
1111_tnpA_FR854090.1,0,0,1.18E-05,0,3.52E-05,0,0,1.90E-05,0,0,0,1.07E-05,3.08E-05,5.13E-05,0,2.08E-05,4.50E-05,0,0,9.94E-05,5.88E-05,0,0,2.58E-05,8.33E-05,2.46E-05,3.66E-05,4.69E-05,2.29E-05,2.24E-05,0,0,0,0,0,0,0,0,2.35E-05,3.45E-05,2.06E-05,0,0,0,5.88E-05,0,0,0,0,2.02E-05,0,6.43E-05,3.77E-05,1.81E-05,0,8.34E-05,0,4.50E-05,0,8.64E-05,6.02E-05,0,2.69E-05,0,0.000129244,4.68E-05,0,7.57E-05,0,0,2.25E-05,7.33E-05,0,0,0,0,0,0.000107343,2.69E-05,0,0,0,0,2.47E-05,1.68E-05,1.40E-05,9.06E-05,0,0,0,0,1.89E-05,0,0,0,0,0,0,2.02E-05,0,0,0,1.86E-05,8.81E-05,0,6.80E-05,2.92E-05,1.89E-05
1112_qacEdelta_AF261825.2,0,0,0,0,0.000130221,0,0,0.000560317,4.20E-05,4.63E-05,0,7.42E-05,0.000453575,0,0,0,0.001961022,0,0,0.000312118,0,0,0,0,0,0,0,3.67E-05,0,0,0,0,0,0.000106359,0,0.000319177,0,0,0,0,0,0,0,0.000203513,0,0,0,7.86E-05,0,0,0,0.001102155,0,0,0,0.001056961,0,0,0,6.71E-05,0,0,0,0,0,0,0,0,0,0,0,0.000162246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24E-05,0,0,0,0,0,0,0,0,0,5.42E-05,0,0.000233147,0,0,0,0,0,0,0,0.004284199
1113_tnpA1_HE577054.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116_tnpA_BBSJ01000031.1,0,0,0,0,0,0,0,4.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117_tnpA_KJ933392.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000368346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120_tnpA_AF535086.1,0,0,0,0,0,0,0,0,0,0,0,2.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121_tnpA_JX486125.1,1.18E-05,0,1.18E-05,7.55E-06,0,0,0,6.77E-05,2.23E-05,0,0,0.000103262,3.14E-05,0,1.10E-05,2.23E-05,1.12E-05,0,1.03E-05,0.000113675,6.71E-06,0,3.07E-05,0,4.88E-05,0,1.52E-05,0.00013668,9.18E-06,0,1.33E-05,0,3.77E-05,2.81E-05,1.01E-05,0,3.03E-05,0,0,7.24E-06,9.84E-06,1.15E-05,2.36E-05,2.61E-05,0,6.41E-05,3.38E-05,0,2.98E-05,0,1.08E-05,9.62E-05,9.27E-06,8.38E-06,0,0.000145735,1.15E-05,3.01E-05,0,8.96E-06,2.14E-05,0,1.22E-05,1.13E-05,0,2.04E-05,2.29E-05,1.14E-05,1.04E-05,1.17E-05,1.04E-05,3.22E-05,0,0,2.11E-05,8.39E-06,0,7.77E-06,0,5.76E-05,0,2.13E-05,2.32E-05,0.000223661,0,6.45E-06,0,0,8.20E-06,2.73E-05,1.87E-05,9.32E-06,1.05E-05,0,1.15E-05,0,5.19E-05,9.21E-05,9.15E-05,2.77E-05,8.48E-06,7.69E-06,1.88E-05,0,3.12E-05,0,7.78E-06,8.71E-05
1122_tnpA_HM560971.1,0,0,4.98E-06,7.19E-06,9.17E-06,0,0,5.80E-05,2.14E-05,0,0,1.48E-05,3.65E-05,0,9.43E-06,0,0,0,1.15E-05,6.12E-05,2.36E-05,9.50E-06,0,4.27E-05,0,0,0,5.28E-05,1.70E-05,0,0,9.23E-06,0,8.64E-06,0,0,0,0,0,1.48E-05,0,2.10E-05,2.24E-05,7.24E-06,1.66E-05,1.57E-05,0,0,0,0,1.03E-05,2.54E-05,0,0,8.27E-06,3.02E-05,9.64E-06,1.93E-05,0,1.67E-05,1.07E-05,0,0,0,1.15E-05,0,0,9.69E-06,0,1.17E-05,0,0,0,0,0,0,0,7.00E-06,0,7.57E-06,8.57E-06,1.03E-05,0,8.82E-05,8.96E-06,3.94E-05,8.36E-06,7.42E-05,8.09E-06,2.45E-05,0,0,0,0,0,2.88E-05,9.78E-06,3.80E-05,7.77E-06,7.46E-06,0,0,0,0,0,8.10E-06,0,3.64E-05
1123_tnpA_AMUK01000170.1,0,0,0,0,0,0,0,2.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124_tnpA_FN806773.1,0,0,0,0,0,0,0,0.000783913,0.000126237,0,0,0.000446098,0,6.16E-05,0,0,0,0,0,0.001007615,0,0,0,0,0,0,0,0.000524908,0.000205363,0,0,0,0,0.000141845,0,0.000120842,0,0,0,4.13E-05,0,0,0,0,4.74E-05,0,0,5.39E-05,0,0,5.75E-05,0.000317538,0,0,0,0.000775992,0,0,0,0,6.16E-05,0,0,5.52E-05,7.01E-05,0,0,0,0,0,0,0.000118565,4.95E-05,0,0,0,0,4.02E-05,0,0.000421806,0,0.000119784,6.98E-05,0.000953485,0,3.23E-05,0,0,0,5.13E-05,0,0,5.16E-05,0,0,0,6.21E-05,0,0,0.000535923,0,0,0,4.57E-05,0,0,0,0.001778646
1125_tnpA_CXPB01000073.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128_tnpA_JNFD01000045.1,0,0,0,2.20E-05,0,0,0,0.000110197,0,0,0,0,0,0,0,0,0,0,0,8.74E-05,8.40E-06,0,0,0,0,0,0,0.000671125,0,0,0,1.21E-05,0,1.94E-05,0,6.53E-05,0,0,0,0,1.83E-05,0,0,1.85E-05,0,1.89E-05,0,2.15E-05,0,0,0,0,0,0,0,2.38E-05,0,0,0,8.87E-06,0,0,0,0,0,0,0,0,0,0,0,8.85E-06,0,1.17E-05,0,1.79E-05,0,0,0,3.35E-05,0,5.46E-05,0,2.17E-05,0,0,0,0,0,0,0,5.99E-05,0,0,0,0,0,1.58E-05,0,8.87E-05,0,0,0,4.98E-05,0,0,0,8.03E-06
1129_IS91_CP001715.1,0,0,0,0,0,0,0,0,8.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130_qacEdelta_KR677151.1,0.000138363,0,0,0,0,0,0,0.000307772,0,0,0,0.000289985,7.31E-05,0,0,0,0.00025794,0,0,0.000540181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000430326,0,0,0,0,0,0,0,0,0,0,0.000105754,0,0,0,0,0,0,0.000330409,0,0,0,0.000441862,0,0,0,0.000305602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000632663
1133_tnpA_KR822246.1,0,0,0,0,1.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135_tnpA_JX570731.1,0,0,0,0,0,0,0,0.000100558,0,0,0,0,0,0,0,0,0,0,0,8.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000855665,0,0,0,0,0,0,0,0,0,0,0,0,6.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000746177
1136_tnpA_JX570731.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54E-05,0,0,0,0,0,0,0,2.10E-05,0,0,0,0,0,0,0,2.02E-05,0,0,0,0,0,0,0,0,3.58E-05,0,0,0,0,0,0,9.34E-05,0,0,0,2.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13E-05
