level1,BJA5,BJI5,BJN4,BJU2,CCA1,CCI2,CCN1,CCU4,CDA4,CDI2,CDN2,CDU1,CSA2,CSI2,CSN3,CSU3,FZA2,FZI2,FZN1,FZU5,GYA1,GYI1,GYN3,GYU3,GZA3,GZI2,GZN5,GZU4,HFA5,HFI5,HFN2,HFU5,HHHTA3,HHHTI1,HHHTN5,HHHTU2,HZA2,HZI3,HZN4,HZU5,JNA5,JNI4,JNN1,JNU5,KMA2,KMI4,KMN1,KMU1,LZA2,LZI1,LZN5,LZU1,HEBA3,HEBI2,HEBN3,HEBU4,NJA5,NJI4,NJN2,NJU5,NNA4,NNI4,NNN3,NNU2,SHA1,SHI4,SHN4,SHU4,SJZA4,SJZI5,SJZN1,SJZU1,SYA4,SYI1,SYN4,SYU1,TJA3,TJI2,TJN1,TJU1,TYA1,TYI2,TYN3,TYU5,WHA5,WHI3,WHN5,WHU4,WLMQA2,WLMQI4,WLMQN2,WLMQU2,XAA1,XAI3,XAN1,XAU2,XNA3,XNI3,XNN1,XNU2,YCA4,YCI2,YCN3,YCU2,ZZA5,ZZI5,ZZN4,ZZU5
2523_tnpA1133_AY463797.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000357414
2525_tnpA_CP010516.1,0,0,0,0,0,0,0,0,0,4.12E-05,0,0,4.76E-05,0,0,0,0,0,0,0.000106086,0,4.52E-05,0,0,0,0,0,0.000549787,3.69E-05,4.20E-05,0,0,0,0,0,0,0,0,0,0,3.54E-05,0,0,0,0,3.54E-05,0,0,0,0,0,0,0,0,0,7.80E-05,0,0,0,3.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.98E-05,0,0,0,0,0,0,2.67E-05,9.83E-05,8.49E-05,0,0.000154404,2.89E-05,0.000104729,0,8.44E-05,0,0,0,3.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.16E-05,3.25E-05,0,2.78E-05
2526_tnpA_EU402605.1,0,0,0,0,0,0,0,3.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528_tnpA_AY786982.1,0,7.41E-05,0,0.000149926,0.000151904,0,0,4.72E-05,0.000183308,0,0,0,0,7.42E-05,0,7.39E-05,0,0,6.20E-05,9.98E-05,0,0,0,0,0,0.000117209,0,7.00E-05,0,0,0,0,0,0,0,5.86E-05,6.45E-05,0,0,0,0,0,0,5.70E-05,0,0,0,0,0,0,0,0,0,0,0,0.000347185,0,0,0,0,6.27E-05,0,0,0,7.84E-05,0,0,0,6.41E-05,0,0,0,0,0,8.44E-05,0,0,5.48E-05,0,8.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17E-05,0,0,0,0,5.75E-05,0,0,0,6.21E-05,0,0,5.43E-05,8.90E-05,0
2529_tnpA_EU402605.1,0,0,0,0,0,0,0,2.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45E-05,0,0,0,0,0,0,0,2.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533_tnpA_AOCI01000205.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2534_tnpA_LN899827.1,0,0,0,0,0,0,0,0,5.39E-05,0,3.03E-05,1.03E-05,1.56E-05,0,0,0,2.08E-05,0,0.000108825,1.76E-05,0.000135587,0,0,0,0,0,3.76E-05,2.42E-05,0,0,0,0,0,1.92E-05,0,0,0,0,0,1.63E-05,0,0,2.52E-05,1.80E-05,8.79E-05,1.77E-05,0,0,0,2.06E-05,0,0.00011426,0,0,0,1.57E-05,0,0,0,0,1.98E-05,2.42E-05,2.95E-05,0,2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59E-05,0,0,0,0,0,0,0,0,1.94E-05,0,0,0,0,0,0,5.36E-05,0,0,0,1.97E-05,0,1.93E-05,0,1.58E-05
2535_tnpA_LN831024.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537_tnpAIS1_KF719970.1,0,0,0,0,0,0,0,0.000106255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124204,0,6.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538_tnpA_LYPG01000010.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539_tnpA_AY177427.1,0,0,0,0,0,0,0,0.000452474,0,0,0,4.14E-05,0,0,0,0,0,0,0,0.000530396,0,0,0,0,0,0,0,0.000181936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203326,0,0,0,3.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006090613
2541_tniB_CP002879.1,0,0,0,0,0,0,0,0,7.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542_tniB_FP103042.2,0,0,0,0,0,0,0,2.78E-05,0,0,0,1.72E-05,8.63E-05,0,0,0,0,7.76E-05,3.80E-05,7.43E-05,0.000110833,0,0,0,0,0,0,0.000142273,0,0,0,0,0,2.92E-05,0,7.02E-05,0,0.000110657,0,2.49E-05,0,0,0,3.02E-05,0,0,0,7.03E-05,0,0,0,9.37E-05,0,0,0,5.04E-05,0,0,8.36E-05,0,0,0,0,3.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62E-05,0,5.28E-05,0,0,0,3.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03E-05,0,2.48E-05,0.000113773,0,0,0,0,0,0,0
2545_tnpA_CR555306.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35E-05,0,0,0,0,0,0,0,0,0,0
2546_tnpA_KJ507131.1,0,0,0,0,0,0,0,0,0,0,0,7.84E-05,0,0,8.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,8.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95E-05,0,0,0,0,0,7.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11E-05
2547_tnpA_HF953351.1,0,0,0,0,0,0,0,0.000200094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02E-05
2548_tnpA_U75371.3,0,0,0,0,0,0,0,0,0,0,0,1.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549_tnpA_AIGS01000013.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013616,0,0,0,8.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255_Col(pWES)_1__DQ268764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550_tnpA6_HE578057.1,0,0,0,0,0,0,0,0,5.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553_tnpA_KC964606.1,0,5.72E-05,0,0,0,9.44E-05,0,6.76E-05,0,3.13E-05,0,0.005430507,0,0,0,0,0,0,0,0.000451614,0,5.26E-05,0,0,2.52E-05,0,0,8.11E-05,0,0,0,2.58E-05,0,7.10E-05,0,0.000101367,0,0.000301503,0,0.000294212,0.000122765,0,0,0,0,0,0,2.23E-05,0,0,0,0.000521679,0,2.02E-05,0,0.000396117,0,0,0,0,0,0,0,5.61E-05,0,2.71E-05,0,9.07E-05,2.66E-05,3.17E-05,0,5.45E-05,0,5.77E-05,0,1.82E-05,0,0,0,4.04E-05,0,8.11E-05,0,0.000105888,0,2.82E-05,0,2.85E-05,0,0,0,0,0,0,0,5.32E-05,0,0.00016391,0,3.54E-05,4.41E-05,0,0,9.66E-05,0,0,0,0
2554_tnpA_CZDF01000174.1,0,0,0,0,8.95E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75E-05,0,0,0,0,0,0,0,1.83E-05,0,0,0,2.29E-05,0,0,0,0,0,0,0,2.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557_tnpA_CDNB01000043.1,0,0,0,0,0,0,0,0,0,1.17E-05,0,8.10E-05,0,0,0,0,0,0,0,4.75E-05,0,0,0,3.31E-05,0,1.12E-05,0,0.000376454,0,1.10E-05,0,0,0,0,0,1.07E-05,0,0,0,1.98E-05,0,1.13E-05,0,1.83E-05,0,0,0,0,0,0,0,6.79E-05,0,0,0,6.18E-05,0,0,0,1.80E-05,0,1.20E-05,0,0,0,0,0,0,0,0,0,1.10E-05,0,0,0,0,0,0,0,0,0,3.31E-05,0,0,0,1.15E-05,0,0,3.34E-05,0,0,9.22E-06,0,0,0,1.07E-05,0,7.70E-06,0,7.48E-06,0,0,0,0,0,6.44E-06,0,0
2559_tnpA_Y17830.1,0,0,0,0,0,0,0,1.57E-05,0,0,0,5.04E-06,1.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65E-05,0,0,5.72E-05,0,0,0,7.52E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-05,0,0,0,0,0,1.43E-05,0,0,8.00E-06,0,0,2.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30E-06,0,0,0,0,0,0,0,0,0,4.45E-05
2561_tnpA_KP987215.1,0,0,0,0,0,0,0,7.02E-05,0,0,0,0,0,0,0,0,0,0,3.27E-05,2.41E-05,0,0,0,0,0,0,0,0,2.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562_tnpA_JX448550.1,1.70E-05,0,5.65E-06,3.04E-05,0,0,8.63E-06,0.00015056,0,0,8.41E-05,6.95E-05,8.34E-05,2.15E-05,1.70E-05,1.13E-05,0.000270877,0,0,0.000309138,0,0,1.00E-05,4.29E-05,4.44E-05,2.12E-05,0,0.0001292,0,2.20E-05,1.15E-05,0,1.31E-05,9.46E-05,0,5.21E-05,0,0,3.27E-05,5.80E-05,9.83E-06,0,1.19E-05,7.30E-06,6.51E-05,3.69E-05,0.000173063,0,0,0,1.05E-05,0.000837202,0,9.33E-05,0,0.000262855,0,0,0,1.78E-05,2.09E-05,0,0,1.09E-05,2.42E-05,3.26E-05,1.23E-05,1.19E-05,0,1.26E-05,0,0,3.05E-05,2.25E-05,3.19E-05,0,1.21E-05,1.58E-05,0,1.66E-05,0,0.000140987,0,3.17E-05,1.82E-05,7.70E-05,0,0,0,3.75E-05,9.35E-06,7.49E-06,1.04E-05,0,0,1.02E-05,4.33E-05,0.000282464,1.60E-05,5.20E-05,1.40E-05,0,1.48E-05,0,0,0,6.47E-06,0.000146937
2563_tnpA_KU254577.1,0,0,0,0,0,0,0,7.16E-05,0,0,0,0.000230466,0,0,0,0,0,0,0,1.90E-05,0,0,0,2.49E-05,0,0,0,9.18E-05,0,0,0,0,3.79E-05,0,0,0,0,0,0,0,0,0,0,0,5.35E-05,0,0,2.50E-05,0,0.000294282,0,0.010722178,0,0,0,8.23E-05,0,0,2.70E-05,2.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62E-05,0,0,0,0,0,4.38E-05,0,9.18E-05,0,0.000395563,0,3.56E-05,0,0,0,2.39E-05,0,0,0,0,0,5.03E-05,0,0,0,2.08E-05,0,0,0,2.34E-05,0,0,0,1.88E-05
2564_tnpA_CDAG01000031.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566_tnpA_CP009233.1,0,0,0,0,0,0,0,0.000238222,0,0,0,0.000188542,0,0,0,5.95E-05,0.000239582,0,0,0.00011735,0,0,0,0.000174202,5.25E-05,0,0,5.71E-05,0,0,0,0,0,0.000249811,0,5.62E-05,0,0,0,0,0,0,0,0,4.91E-05,0,0,0,0,0,0,0.00076723,0,0,0,0.000369371,0,0,0,0,0.000113038,0,0,0,0.000128805,0,0,0,0,0,0,0,0,0,0,4.75E-05,0,0,0,0,0,0,0,0.000167566,0,2.81E-05,0,0,0,0,0,0,0,0,0,0,0,0.000326281,0,0.000118094,0,0,0,0,0,0,0,0.001644815
2568_tnpA_JN106175.1,0,0,0,0,0,0,2.25E-05,0,1.78E-05,0,0,0,1.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,1.88E-05,0,0,5.00E-05,0,1.46E-05,0,0,0,0,0,0,0,3.02E-05,0,0,0,0,0,5.39E-05,1.83E-05,0,0,0,1.84E-05,0,0,0,0,0,0,1.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67E-05,0,4.51E-05,0,0,1.84E-05,0,0,0,0,0,0,1.33E-05,0,1.37E-05,0,0,1.54E-05,0,0,0,0,0
2569_tnpA_KU356987.1,0,0,0,0,0.000234917,0,0,0,0.000101632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570_tnpA_CCSD01000073.1,0.000118857,0.000111132,9.42E-05,2.76E-05,7.57E-05,7.82E-05,9.24E-05,0.000317444,0.000214102,4.41E-05,2.70E-05,0.000341249,1.14E-05,0.000134569,6.69E-05,5.03E-05,0.000138784,5.47E-05,8.28E-05,0.000409882,2.28E-05,2.24E-05,6.06E-05,1.07E-05,8.95E-05,2.08E-05,0.000111676,0.000690236,0.000334846,4.11E-05,3.41E-05,3.02E-05,3.68E-05,9.74E-05,0.00012882,8.13E-05,4.01E-05,3.93E-05,4.81E-05,6.62E-05,3.59E-05,0,9.59E-05,9.29E-05,7.88E-05,3.42E-05,6.41E-05,0.00011534,0.000129223,4.72E-05,8.92E-05,0.000106238,1.64E-05,6.34E-05,3.84E-05,0.000251752,7.32E-05,7.04E-05,2.28E-05,8.50E-05,8.22E-06,4.55E-05,1.17E-05,0.000113567,1.16E-05,4.01E-05,1.16E-05,2.05E-05,1.80E-05,2.44E-05,0.00011203,8.87E-05,8.27E-06,2.10E-05,0.000107017,6.57E-05,5.67E-05,2.51E-05,0.000127982,0.000139099,7.14E-05,8.68E-05,4.51E-05,0.000144729,5.02E-05,0.000119689,1.67E-05,2.07E-05,0.000150405,8.14E-06,6.88E-05,1.85E-05,2.99E-05,3.51E-05,3.09E-05,5.79E-05,7.00E-05,6.34E-05,0.000157035,4.18E-05,0.00018266,0.000183568,0.000843345,5.35E-05,7.84E-05,6.25E-05,0.000100696,0.000178128
2571_tnpA_AIGK01000078.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572_IS91_AJLR01000152.1,5.41E-05,0,0,0,0,0,0,0,0,0,0,0,2.88E-05,0,0,0,9.70E-05,0,0,0,0,0,0,0,0,0,0,9.76E-05,0,0,0,0,0,0,5.19E-05,0,0,0,0,3.31E-05,0,0,0,0,0,0,0,0,0,3.98E-05,0,0,0,0,0,0,4.73E-05,0,0,0,0,0,0,0,9.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07E-05,0,0,0,0,0,0,0,0,0,0,4.23E-05,4.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2573_tnpA_KU961660.2,0,0,0,0,0,0,0,1.75E-05,0,0,0,0,0,0,0,0,0,0,0,1.52E-05,0,0,0,0,0,0,0,1.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808132,0,0,0,8.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169596
2575_IS91_AP014651.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576_tnpA_JN232517.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80E-05,0,0,0,0,0,0,0,0.000102211,0,0,0,0,0,0,0,0,0,5.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581_IS1166_U08850,0,0,5.22E-05,0,0,2.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76E-05,0,0,2.19E-05,0,0,0,0,0,2.15E-05,0,1.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-05,0,0,1.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78E-05,0,0,0,0,0
2582_tnpA_JQ241791.1,0,0,0,0,0,0,0,0.000929508,0,0,0,0,7.45E-05,0,0,0,0,0,0,0.000687048,0,0,0,0,0,0,0,0.00093515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399856,0,0,0,0.000157694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380188,0,8.21E-05,0,0.00021135,0,2.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013581415
2583_tnpA_KR258747.1,0.000134995,8.73E-05,0.000253194,0,0.000233416,0.000213056,0,6.87E-05,0,0,0,0,8.08E-05,7.70E-05,0,0.000240646,6.90E-05,9.08E-05,0,0.000352164,6.38E-05,7.22E-05,0,0.000150661,0.000135661,0,0,0.000298843,0.000439169,0,0,0,0.000298797,0.000136887,0,0,6.70E-05,0,0,0.000169137,0.000197645,8.67E-05,0,6.66E-05,0.0003181,5.58E-05,0.000102166,0.000140981,0.000139208,7.38E-05,6.20E-05,0.000197579,0.000390517,0,0.000151225,0.000233632,0,0.000214217,0.000177283,0.000399842,0.000498478,0,0.000189454,0,9.29E-05,0,9.54E-05,0,0.000160017,0.000189626,7.94E-05,0.000482758,0.000135178,0.00017398,0,0.000122741,0.000167884,0.00013365,0,6.27E-05,0.000199911,0.00016871,0.000266786,0.000158982,0.000437844,9.93E-05,0,8.68E-05,0,7.18E-05,0,0.000215907,0.00015815,0.000137308,0.000218379,0.000135971,0.000310398,0.000317463,0.000489088,0.000222944,0.00011372,0,0,0,0.000288042,0.000113916,5.96E-05,0.000121909
2584_tnpA-1_HG916826.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19E-05,0,0,0,0,0,7.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030227,0,0.000936073,0,0,0,5.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589_IS91_FQ482074.1,0.000208218,0.000416314,0.000256711,0.001036501,0.000473651,0.00024392,0.000175477,0.000947754,0.000186961,9.03E-05,0.000125385,0.000918839,0.000430593,0.000821204,0,0.000298403,0.00030258,0,9.98E-05,0.000887226,0,0.000196032,0,0.000468437,8.92E-05,0,0,0.000883345,6.44E-05,0.000646056,0,0.000104052,0.00085057,0.001010724,0,0.000449781,0,0,0,0.000260623,0.001160167,0.00108403,0.000104235,0.00066904,0.000527724,0.000472863,0,0.000841017,0.000311669,0.000672742,0.000356994,0.002154047,0.000146508,0.000145283,0.000281714,0.000904599,0,0.00079592,0,0.000308723,0.000263902,0.000312774,0,0,0,0.00027599,9.22E-05,0.000401338,0.000166063,0.000809531,0,0.00139273,0,0.000202193,0,0.00038092,9.68E-05,0.000870123,0,0.000534771,0.00051646,0.001756771,0.000110356,0.001224209,0.000458663,0.000177884,0,9.75E-05,0.000269553,0.000477249,7.45E-05,0.000398449,0.000230683,0.000444976,0.000188297,0.000569373,9.10E-05,0.000262023,0.000272832,0.001273341,0.00015376,0.000500778,6.89E-05,0.000592931,0.000280347,0.000139854,0.000251265,0.002283841
2591_IS91_CP005927.1,0,0,0,0,0,0,0,0,0,0,0,0,6.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96E-05,0,0,0,0,0,0,0,0,0,0,8.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
